iso_639_1,name,movie_id
en,English,24021
en,English,208478
en,English,39129
en,English,34851
es,Español,34851
ru,Pусский,34851
en,English,20352
en,English,38365
en,English,16304
ru,Pусский,16304
es,Español,16304
en,English,35019
fr,Français,31203
zh,普通话,37472
cn,广州话 / 廣州話,37472
en,English,37472
en,English,45322
en,English,28426
en,English,27578
es,Español,27578
en,English,43593
en,English,16346
ja,日本語,42194
zh,普通话,42194
en,English,42194
ja,日本語,28609
en,English,38358
en,English,14158
ru,Pусский,14158
en,English,23631
es,Español,23631
en,English,41233
en,English,206145
en,English,40264
es,Español,40264
de,Deutsch,28938
en,English,35791
es,Español,35791
ja,日本語,35791
en,English,45162
en,English,33909
en,English,39691
th,ภาษาไทย,39691
ja,日本語,41486
ja,日本語,41482
en,English,59581
es,Español,43933
en,English,43933
en,English,46812
pl,Polski,46812
es,Español,46812
ro,Română,16290
en,English,16290
en,English,39312
en,English,42941
en,English,39514
ru,Pусский,39514
da,Dansk,11389
fr,Français,4729
en,English,41436
en,English,38234
da,Dansk,11391
en,English,41439
en,English,48466
fr,Français,48466
pl,Polski,48466
en,English,12444
en,English,38757
en,English,26769
en,English,10140
en,English,48395
fi,suomi,48395
en,English,43919
en,English,20526
zh,普通话,54178
en,English,15740
en,English,39451
en,English,1361
en,English,54430
fr,Français,54430
it,Italiano,56402
zh,普通话,43209
th,ภาษาไทย,43209
ja,日本語,45284
ja,日本語,22843
en,English,43947
fr,Français,60213
es,Español,60213
en,English,12536
en,English,46441
pl,Polski,46441
en,English,27582
fr,Français,60290
fr,Français,60221
es,Español,60221
ja,日本語,9706
en,English,22620
en,English,47533
pt,Português,47931
fr,Français,15362
en,English,15362
de,Deutsch,11406
ja,日本語,16140
pl,Polski,16140
en,English,49018
ja,日本語,20329
en,English,60307
nl,Nederlands,10408
ru,Pусский,10408
en,English,10408
tr,Türkçe,83651
tr,Türkçe,31408
tr,Türkçe,31402
nl,Nederlands,46523
en,English,29920
en,English,41446
en,English,46195
pt,Português,46195
en,English,10195
en,English,56780
it,Italiano,48415
en,English,42709
de,Deutsch,9511
en,English,51497
es,Español,51497
pt,Português,51497
it,Italiano,51497
cn,广州话 / 廣州話,32654
zh,普通话,32654
ja,日本語,1679
en,English,1865
es,Español,1865
en,English,45243
th,ภาษาไทย,45243
ja,日本語,3107
en,English,51170
en,English,76171
en,English,49444
de,Deutsch,49538
en,English,49538
es,Español,49538
fr,Français,49538
ru,Pусский,49538
cn,广州话 / 廣州話,50507
en,English,50507
ja,日本語,15766
en,English,56272
en,English,38356
en,English,61546
en,English,51540
en,English,49013
ja,日本語,49013
it,Italiano,49013
fr,Français,49013
sv,svenska,45690
en,English,71982
en,English,12445
fr,Français,1771
no,Norsk,1771
en,English,1771
en,English,59115
en,English,59566
nl,Nederlands,54540
en,English,54540
de,Deutsch,54540
zh,普通话,28039
en,English,13931
en,English,41513
en,English,51765
en,English,12819
en,English,45839
en,English,51620
en,English,63943
pa,ਪੰਜਾਬੀ,63943
en,English,61791
ja,日本語,56832
en,English,55779
cn,广州话 / 廣州話,55779
en,English,55465
en,English,38774
en,English,29484
en,English,56288
en,English,58151
no,Norsk,21786
en,English,52015
en,English,20441
pl,Polski,20441
en,English,40016
en,English,73358
en,English,69798
en,English,72914
it,Italiano,36236
en,English,24428
en,English,60935
no,Norsk,60935
da,Dansk,60935
de,Deutsch,75969
en,English,10005
ru,Pусский,10005
en,English,72571
de,Deutsch,58233
cn,广州话 / 廣州話,58233
en,English,58233
zh,普通话,58233
ru,Pусский,58233
it,Italiano,56122
de,Deutsch,94336
en,English,64328
en,English,50619
pt,Português,50619
en,English,15157
ja,日本語,74135
en,English,28118
fr,Français,11625
de,Deutsch,9369
fr,Français,9369
en,English,9369
en,English,9642
fr,Français,9642
en,English,65759
en,English,76163
en,English,13396
en,English,46020
en,English,70160
en,English,49026
en,English,49040
ru,Pусский,49040
en,English,58574
en,English,30245
zu,isiZulu,30245
en,English,56292
ru,Pусский,56292
fr,Français,56292
ar,العربية,56292
sv,svenska,56292
en,English,55301
en,English,24833
en,English,74523
en,English,62837
en,English,52520
ru,Pусский,52520
en,English,74997
cs,Český,71670
en,English,71670
fr,Français,71670
de,Deutsch,71670
hu,Magyar,71670
pl,Polski,71670
ru,Pусский,57809
ru,Pусский,85317
en,English,50698
zh,普通话,48492
es,Español,48492
en,English,65086
en,English,72545
de,Deutsch,53174
en,English,74471
en,English,71676
en,English,71672
en,English,18705
en,English,38674
en,English,64688
pl,Polski,79221
en,English,57165
en,English,26881
en,English,71552
id,Bahasa indonesia,94329
hi,हिन्दी,85052
hi,हिन्दी,74534
en,English,74534
en,English,86416
en,English,67660
es,Español,61979
fr,Français,14400
en,English,14400
sr,Srpski,14400
pt,Português,14400
en,English,41154
en,English,58595
en,English,27646
en,English,70981
en,English,111440
en,English,80321
es,Español,80321
th,ภาษาไทย,80321
ja,日本語,39144
ja,日本語,39145
en,English,22855
ja,日本語,116776
ja,日本語,39100
en,English,39100
en,English,13313
en,English,39101
ja,日本語,39101
en,English,13761
en,English,72105
en,English,77930
en,English,39103
ja,日本語,39103
en,English,24752
ja,日本語,24752
ja,日本語,39104
en,English,1930
pt,Português,39105
es,Español,39105
ja,日本語,39105
en,English,23823
en,English,57800
en,English,25913
en,English,59706
en,English,84165
fr,Français,84165
it,Italiano,84165
ja,日本語,44251
ja,日本語,39106
ja,日本語,39107
en,English,14863
it,Italiano,56909
ja,日本語,39108
ja,日本語,39323
en,English,16130
fr,Français,16130
en,English,80410
ja,日本語,39324
en,English,13676
en,English,37724
en,English,82650
en,English,14128
en,English,71668
en,English,83660
en,English,114150
en,English,26505
en,English,15895
en,English,28218
en,English,71679
en,English,55723
en,English,84348
en,English,82675
tr,Türkçe,82675
ar,العربية,82675
ja,日本語,17165
en,English,10089
en,English,82507
pt,Português,82507
fr,Français,82507
en,English,76492
en,English,33390
en,English,33391
en,English,134371
it,Italiano,40075
en,English,72391
en,English,57089
fr,Français,80280
ca,Català,80280
es,Español,80280
hi,हिन्दी,117691
fr,Français,99770
en,English,82990
en,English,94348
de,Deutsch,94348
en,English,61012
en,English,82690
en,English,97430
en,English,19139
en,English,65851
en,English,12594
en,English,123025
fr,Français,123025
en,English,50620
en,English,85446
en,English,70584
es,Español,70584
fr,Français,13679
en,English,94380
en,English,125504
cs,Český,93289
fr,Français,93289
cn,广州话 / 廣州話,25539
cn,广州话 / 廣州話,10044
ja,日本語,18707
cn,广州话 / 廣州話,18707
en,English,18707
cn,广州话 / 廣州話,10275
zh,普通话,10275
de,Deutsch,37030
zh,普通话,37030
zh,普通话,37032
en,English,49051
cn,广州话 / 廣州話,10620
en,English,10620
he,עִבְרִית,117629
fr,Français,19099
en,English,75780
en,English,94352
en,English,139455
en,English,95511
en,English,44244
en,English,41592
en,English,134597
ja,日本語,127533
en,English,33303
en,English,34905
en,English,100450
en,English,76617
en,English,139038
en,English,142061
en,English,115223
fr,Français,115223
de,Deutsch,115223
ja,日本語,115223
da,Dansk,88557
en,English,88557
fr,Français,88557
de,Deutsch,88557
it,Italiano,88557
ja,日本語,88557
en,English,31046
fr,Français,31046
en,English,30347
fr,Français,30347
en,English,26114
fr,Français,26114
en,English,43263
fr,Français,43263
en,English,59238
fr,Français,59238
en,English,110148
fr,Français,110148
en,English,100183
en,English,97353
en,English,24925
en,English,156717
fr,Français,44450
ja,日本語,19336
en,English,33301
en,English,50076
en,English,150202
en,English,13648
ja,日本語,13648
ja,日本語,133121
en,English,133121
zh,普通话,98567
en,English,98567
fr,Français,98567
es,Español,98567
ru,Pусский,98567
en,English,53031
en,English,47964
ru,Pусский,47964
sv,svenska,56991
en,English,122857
en,English,132344
el,ελληνικά,132344
fr,Français,132344
en,English,114478
zh,普通话,170657
en,English,28090
en,English,146203
en,English,72559
en,English,9834
en,English,26883
en,English,31131
hu,Magyar,31131
en,English,117263
ko,한국어/조선말,117263
hi,हिन्दी,17501
en,English,18843
ja,日本語,127544
de,Deutsch,25516
hi,हिन्दी,25516
en,English,4258
en,English,80384
en,English,76589
es,Español,76589
en,English,68721
en,English,38453
en,English,32100
ja,日本語,26693
ja,日本語,36917
en,English,54138
ja,日本語,42601
de,Deutsch,458
en,English,109439
en,English,82992
ru,Pусский,82992
es,Español,82992
en,English,197467
en,English,197481
fr,Français,75656
en,English,75656
en,English,49521
en,English,158015
en,English,52034
nl,Nederlands,105965
en,English,105965
de,Deutsch,105965
sv,svenska,105965
en,English,62211
en,English,68726
en,English,177271
en,English,41586
en,English,59584
en,English,93456
en,English,44909
en,English,30654
sv,svenska,82447
en,English,24935
de,Deutsch,24935
en,English,159117
en,English,24939
de,Deutsch,24939
it,Italiano,45875
en,English,45875
en,English,205321
en,English,24646
no,Norsk,24646
sv,svenska,24646
en,English,183011
fr,Français,183011
es,Español,183011
en,English,138843
en,English,76170
en,English,146216
fr,Français,146216
ru,Pусский,146216
en,English,19593
en,English,19154
en,English,76285
en,English,77931
en,English,201676
ja,日本語,30143
en,English,147276
cs,Český,21683
en,English,21683
fr,Français,21683
en,English,109418
en,English,59859
en,English,87421
en,English,151960
ja,日本語,54266
en,English,59589
no,Norsk,15440
no,Norsk,56937
en,English,54768
en,English,27651
bg,български език,207768
en,English,207768
en,English,91586
th,ภาษาไทย,91586
en,English,109451
en,English,51985
en,English,119893
en,English,106747
es,Español,106747
en,English,18167
ja,日本語,39468
ja,日本語,39264
pt,Português,29941
en,English,29941
ja,日本語,39466
en,English,208134
hi,हिन्दी,19658
en,English,76338
ja,日本語,39469
ja,日本語,12636
ja,日本語,41498
ja,日本語,176983
en,English,101299
en,English,57158
hi,हिन्दी,204435
ru,Pусский,204435
te,తెలుగు,204435
en,English,109445
ja,日本語,21930
ja,日本語,16692
ja,日本語,16693
en,English,134366
ja,日本語,75629
en,English,214597
ja,日本語,22899
en,English,16985
ja,日本語,18510
ja,日本語,18511
ja,日本語,54283
ja,日本語,18624
ja,日本語,40897
ja,日本語,54265
ja,日本語,54272
ja,日本語,54274
ja,日本語,54273
ja,日本語,20986
ja,日本語,23452
en,English,18269
de,Deutsch,209232
ja,日本語,54275
ja,日本語,21410
ja,日本語,54276
en,English,109443
en,English,180894
ja,日本語,180894
sv,svenska,74626
en,English,11039
it,Italiano,11039
de,Deutsch,233063
ru,Pусский,229974
ja,日本語,54277
en,English,195269
en,English,227348
en,English,13632
fr,Français,13632
en,English,126963
ja,日本語,126963
en,English,39102
ja,日本語,39102
fr,Français,206408
en,English,206408
es,Español,206408
cn,广州话 / 廣州話,206408
ja,日本語,39148
en,English,38189
en,English,168530
en,English,137094
en,English,157350
en,English,217993
de,Deutsch,217993
ja,日本語,34131
ar,العربية,92647
hr,Hrvatski,92647
en,English,92647
ko,한국어/조선말,92647
sr,Srpski,92647
es,Español,92647
sv,svenska,92647
en,English,236399
fr,Français,21435
en,English,177888
ja,日本語,54278
ja,日本語,54279
ja,日本語,26947
en,English,14028
es,Español,14028
en,English,137106
en,English,97020
en,English,58427
de,Deutsch,58427
en,English,249397
sv,svenska,118513
en,English,20756
de,Deutsch,41109
hi,हिन्दी,41109
tr,Türkçe,41109
fi,suomi,141614
ja,日本語,60160
es,Español,21474
en,English,21474
da,Dansk,19325
en,English,19325
fr,Français,21379
en,English,18224
fr,Français,18224
en,English,24756
en,English,22259
en,English,53182
da,Dansk,196024
sv,svenska,196024
ar,العربية,196024
en,English,58767
ja,日本語,192577
en,English,100402
en,English,12685
en,English,17456
en,English,31329
fr,Français,31329
fr,Français,125395
de,Deutsch,145220
en,English,145220
en,English,38626
ar,العربية,180299
id,Bahasa indonesia,180299
ja,日本語,180299
en,English,180299
en,English,102382
en,English,251519
en,English,172385
pt,Português,172385
en,English,167575
en,English,184345
en,English,12242
en,English,195589
en,English,227425
en,English,258096
en,English,16931
ja,日本語,54281
en,English,127585
ja,日本語,54280
ja,日本語,54284
ja,日本語,54306
ja,日本語,54307
en,English,260202
en,English,260339
de,Deutsch,177677
en,English,177677
sv,svenska,177677
en,English,255268
es,Español,255268
en,English,128841
en,English,82881
en,English,187017
en,English,82702
en,English,26480
zh,普通话,26480
en,English,133558
fr,Français,133558
en,English,184098
en,English,91314
en,English,218836
en,English,119450
ja,日本語,259233
en,English,238636
en,English,118340
en,English,138103
en,English,57331
fr,Français,57331
sr,Srpski,57331
th,ภาษาไทย,57331
en,English,243683
en,English,284711
en,English,98566
en,English,59701
da,Dansk,198436
da,Dansk,314285
it,Italiano,314285
en,English,269650
en,English,22937
en,English,292893
en,English,242022
en,English,22555
en,English,189
en,English,199933
ja,日本語,287590
en,English,32109
de,Deutsch,32109
en,English,198663
en,English,248504
en,English,257451
en,English,157424
en,English,250546
en,English,38455
fr,Français,38455
en,English,33386
es,Español,1285
en,English,25148
en,English,28044
en,English,38084
cs,Český,273641
en,English,273641
ru,Pусский,273641
da,Dansk,54113
en,English,54113
fi,suomi,54113
de,Deutsch,54113
no,Norsk,54113
pl,Polski,54113
es,Español,54113
sv,svenska,54113
hu,Magyar,245891
en,English,245891
ru,Pусский,245891
en,English,157829
fr,Français,256
da,Dansk,16049
en,English,33387
en,English,28302
en,English,33393
en,English,38454
da,Dansk,36323
en,English,267333
en,English,267336
en,English,39262
en,English,39263
en,English,242512
da,Dansk,46314
en,English,54445
zh,普通话,217923
en,English,22599
en,English,413669
en,English,33708
cn,广州话 / 廣州話,41244
en,English,41244
it,Italiano,41244
vi,Tiếng Việt,41244
en,English,27310
en,English,151933
en,English,260063
en,English,19164
en,English,19165
en,English,17337
en,English,171581
pl,Polski,171581
es,Español,171581
en,English,25754
en,English,25752
en,English,25751
en,English,70575
en,English,25753
en,English,51649
de,Deutsch,199534
en,English,199534
en,English,75258
en,English,25475
en,English,290729
cs,Český,25391
en,English,25391
nl,Nederlands,79723
en,English,28668
de,Deutsch,241842
no,Norsk,241842
en,English,241842
ja,日本語,40644
ru,Pусский,82450
sv,svenska,82450
ar,العربية,82450
en,English,82450
ja,日本語,98344
zh,普通话,98344
en,English,291155
fr,Français,262551
en,English,38125
en,English,30972
en,English,131631
en,English,58433
fr,Français,58433
de,Deutsch,58433
pt,Português,58433
de,Deutsch,9742
en,English,100042
zh,普通话,17808
en,English,227735
ja,日本語,36683
zh,普通话,18232
en,English,267806
en,English,241868
ja,日本語,241868
zh,普通话,119892
en,English,119892
fr,Français,66129
en,English,24047
en,English,77348
en,English,81244
en,English,50291
en,English,135397
fr,Français,170522
it,Italiano,41608
en,English,227159
cn,广州话 / 廣州話,50571
de,Deutsch,50571
it,Italiano,50571
zh,普通话,50571
en,English,19273
en,English,27996
en,English,10473
cn,广州话 / 廣州話,66018
en,English,270946
en,English,294254
en,English,134375
pt,Português,134375
th,ภาษาไทย,110552
en,English,17792
de,Deutsch,99361
en,English,74018
en,English,15261
en,English,285423
en,English,289728
en,English,122917
it,Italiano,18450
ja,日本語,118751
it,Italiano,61925
it,Italiano,52914
it,Italiano,50758
de,Deutsch,52913
it,Italiano,52913
de,Deutsch,52238
it,Italiano,52238
it,Italiano,62715
it,Italiano,62725
it,Italiano,46001
it,Italiano,52113
it,Italiano,53342
en,English,207703
en,English,181533
nl,Nederlands,277368
fr,Français,277368
pt,Português,277368
en,English,32113
en,English,21240
nl,Nederlands,18948
en,English,18948
de,Deutsch,18948
es,Español,18948
en,English,70984
en,English,31609
en,English,260346
en,English,87101
en,English,288158
sv,svenska,24023
en,English,24026
sv,svenska,24026
en,English,267872
en,English,38187
es,Español,38187
en,English,30091
en,English,38183
en,English,38190
en,English,51939
en,English,38185
en,English,132601
en,English,14749
it,Italiano,14749
sv,svenska,14749
fr,Français,65703
en,English,13654
en,English,19824
en,English,101660
en,English,13360
en,English,85373
fr,Français,85373
en,English,125509
en,English,140161
en,English,19066
en,English,28635
en,English,19288
de,Deutsch,37526
en,English,37526
en,English,3483
de,Deutsch,3483
en,English,19254
de,Deutsch,19300
en,English,19300
en,English,26190
en,English,38157
en,English,48193
en,English,30178
en,English,50687
en,English,149957
en,English,133716
en,English,220504
en,English,55872
ru,Pусский,55872
en,English,14059
it,Italiano,14059
no,Norsk,14059
de,Deutsch,3686
en,English,84575
da,Dansk,24102
en,English,24102
it,Italiano,24102
de,Deutsch,7085
en,English,49597
da,Dansk,25556
en,English,25556
fr,Français,25556
de,Deutsch,25556
en,English,15066
en,English,113210
da,Dansk,25587
en,English,25587
en,English,24554
fr,Français,24554
en,English,259074
en,English,36421
de,Deutsch,36421
en,English,21518
en,English,9973
en,English,48844
en,English,70587
pl,Polski,70587
sv,svenska,70587
en,English,78047
en,English,142308
fr,Français,142308
sv,svenska,142308
en,English,149910
pl,Polski,149910
sv,svenska,149910
en,English,26042
en,English,113215
en,English,113209
en,English,39044
en,English,45662
es,Español,59117
es,Español,254869
es,Español,109689
en,English,76341
en,English,280092
th,ภาษาไทย,280092
en,English,140607
en,English,99861
en,English,76600
de,Deutsch,76600
en,English,166426
en,English,102899
en,English,293660
en,English,284053
en,English,283995
ro,Română,271110
en,English,271110
de,Deutsch,271110
ru,Pусский,271110
en,English,246655
en,English,214264
cn,广州话 / 廣州話,2648
en,English,24556
en,English,41235
da,Dansk,31933
en,English,31933
en,English,252360
hu,Magyar,15759
en,English,15759
en,English,193603
en,English,87881
en,English,90460
en,English,90461
en,English,90465
en,English,48132
ru,Pусский,164372
en,English,91198
da,Dansk,39961
en,English,43205
en,English,45099
fr,Français,45099
it,Italiano,45099
en,English,297556
de,Deutsch,26497
